직군 정보,company_kind,mid_company_kind,big_company_kind
,기기용자동측정제어장치제조업,기계·설비·자동차,제조·화학
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,판유리제조업,식품가공·개발,제조·화학
,전자감지장치제조업,전기·전자·제어,제조·화학
,플라스터혼합제품제조업,금속·재료·철강·요업,제조·화학
,합성수지플라스틱물질제조업,석유·화학·에너지,제조·화학
,컴퓨터시스템통합자문구축서비스업,IT컨설팅,IT·웹·통신
,동물용의약품제조업,제약·보건·바이오,제조·화학
,기술시험검사분석업,연구소·컨설팅·조사,기관∙협회
,도로관련시설운영업,도로·항만,건설업
,유리제품유리섬유광학용유리제조업,반도체·광학·LCD,제조·화학
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,사업지원서비스업,기타서비스업,서비스업
,금속절삭기계제조업,금속·재료·철강·요업,제조·화학
,전기통신업,네트워크·통신·모바일,IT·웹·통신
,열간압연압출제품제조업,금속·재료·철강·요업,제조·화학
,종이판지제조업,가구·목재·제지,제조·화학
,의약품도매업,유통·무역·상사,판매∙유통
,주철관제조업,금속·재료·철강·요업,제조·화학
,금속절삭기계제조업,금속·재료·철강·요업,제조·화학
,원자력발전업,석유·화학·에너지,제조·화학
,승용차여객용자동차제조업,기계·설비·자동차,제조·화학
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,제철제강합금철제조업,금속·재료·철강·요업,제조·화학
,국내은행,은행·금융·저축,은행·금융업
,일반목적용기계제조업,기계·설비·자동차,제조·화학
,운송장비임대업,렌탈·임대,서비스업
,컴퓨터제조업,전기·전자·제어,제조·화학
,화장품제조업,화장품·뷰티,제조·화학
,지주회사,기타금융,은행·금융업
,물품취급장비제조업,기계·설비·자동차,제조·화학
,타이어튜브제조업,석유·화학·에너지,제조·화학
,지주회사,기타금융,은행·금융업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차신품판매업,판매,판매∙유통
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,지주회사,기타금융,은행·금융업
,신탁업집합투자업,은행·금융·저축,은행·금융업
,신탁업집합투자업,은행·금융·저축,은행·금융업
,증권중개업,증권·보험·카드,은행·금융업
,여신금융업,은행·금융·저축,은행·금융업
,금융투자업,은행·금융·저축,은행·금융업
,상품종합도매업,유통·무역·상사,판매∙유통
,열간압연압출제품제조업,금속·재료·철강·요업,제조·화학
,산업용기계장비임대업,렌탈·임대,서비스업
,자동차신품부품제조업,기계·설비·자동차,제조·화학
,담배도매업,유통·무역·상사,판매∙유통
,안전유리제조업,금속·재료·철강·요업,제조·화학
,유인항공기항공우주선보조장치제조업,조선·항공·우주,제조·화학
,배전반전기자동제어반제조업,전기·전자·제어,제조·화학
,전기전자정밀기기수리업,AS·카센터·주유,서비스업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,화장품화장용품도매업,유통·무역·상사,판매∙유통
,사무용기계장비제조업,기계·설비·자동차,제조·화학
,감광재료관련화학제품제조업,석유·화학·에너지,제조·화학
,광업,농업·어업·광업·임업,제조·화학
,감광재료관련화학제품제조업,석유·화학·에너지,제조·화학
,비주거용부동산관리업,부동산·임대·중개,건설업
,시멘트제조업,금속·재료·철강·요업,제조·화학
,금융지원서비스업,은행·금융·저축,은행·금융업
,레미콘제조업,기계·설비·자동차,제조·화학
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,구조용금속제품제조업,금속·재료·철강·요업,제조·화학
,백화점,판매,판매∙유통
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,발전업,석유·화학·에너지,제조·화학
,방적업,섬유·의류·패션,제조·화학
,골프장운영업,레저·스포츠·여가,서비스업
,수산동물훈제조리유사조제식품제조업,식품가공·개발,제조·화학
,자동차신품판매업,판매,판매∙유통
,시내버스운송업,운송·운수·물류,판매∙유통
,자동차신품판매업,판매,판매∙유통
,콘크리트구조용제품제조업,금속·재료·철강·요업,제조·화학
,봉제의복제조업,섬유·의류·패션,제조·화학
,의복소매업,판매,판매∙유통
,휴양콘도운영업,호텔·여행·항공,서비스업
,휴양콘도운영업,호텔·여행·항공,서비스업
,운송관련서비스업,운송·운수·물류,판매∙유통
,방적업,섬유·의류·패션,제조·화학
,응용소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,문구용종이제품제조업,생활용품·소비재·사무,제조·화학
,산업생산시설종합건설업,건설·건축·토목·시공,건설업
,컴퓨터프로그래밍서비스업,솔루션·SI·ERP·CRM,IT·웹·통신
,종이판지제조업,가구·목재·제지,제조·화학
,전자부품제조업,전기·전자·제어,제조·화학
,크라프트지상자용판지제조업,가구·목재·제지,제조·화학
,전문도매업,유통·무역·상사,판매∙유통
,지주회사,기타금융,은행·금융업
,주거용건물임대업,부동산·임대·중개,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,건물건설업,건설·건축·토목·시공,건설업
,사무상업용공공기관용건물건설업,건설·건축·토목·시공,건설업
,반도체제조용기계제조업,반도체·광학·LCD,제조·화학
,공기조화장치제조업,환경,제조·화학
,디스플레이장치용유리제조업,반도체·광학·LCD,제조·화학
,사무상업용공공기관용건물건설업,건설·건축·토목·시공,건설업
,단독주택건설업,건설·건축·토목·시공,건설업
,시멘트제조업,금속·재료·철강·요업,제조·화학
,금속포장용기제조업,금속·재료·철강·요업,제조·화학
,금속포장용기제조업,금속·재료·철강·요업,제조·화학
,철강제조업,금속·재료·철강·요업,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,시멘트제조업,금속·재료·철강·요업,제조·화학
,지주회사,기타금융,은행·금융업
,전기통신공사업,환경·설비,건설업
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,기초무기화학물질제조업,석유·화학·에너지,제조·화학
,내부통신배선공사업,환경·설비,건설업
,항구해상터미널운영업,호텔·여행·항공,서비스업
,일반창고업,운송·운수·물류,판매∙유통
,사업지원서비스업,기타서비스업,서비스업
,응용소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,무기총포탄제조업,기계·설비·자동차,제조·화학
,무기총포탄제조업,기계·설비·자동차,제조·화학
,보험대리중개업,증권·보험·카드,은행·금융업
,생명보험업,증권·보험·카드,은행·금융업
,손해보험업,증권·보험·카드,은행·금융업
,손해사정업,은행·금융·저축,은행·금융업
,전기업,전기·전자·제어,제조·화학
,전자부품제조업,전기·전자·제어,제조·화학
,발전업,석유·화학·에너지,제조·화학
,항공기용엔진제조업,조선·항공·우주,제조·화학
,백화점,판매,판매∙유통
,금융투자업,은행·금융·저축,은행·금융업
,신탁업집합투자업,은행·금융·저축,은행·금융업
,전자부품컴퓨터영상음향통신장비제조업,전기·전자·제어,제조·화학
,지주회사,기타금융,은행·금융업
,합성수지플라스틱물질제조업,석유·화학·에너지,제조·화학
,석유화학계기초화학물질제조업,석유·화학·에너지,제조·화학
,회사본부경영컨설팅서비스업,연구소·컨설팅·조사,기관∙협회
,전기장비제조업,전기·전자·제어,제조·화학
,기계장비조립용플라스틱제품제조업,기계·설비·자동차,제조·화학
,산업용오븐노용버너제조업,기계·설비·자동차,제조·화학
,석유화학계기초화학물질제조업,석유·화학·에너지,제조·화학
,증권중개업,증권·보험·카드,은행·금융업
,유압기기제조업,기계·설비·자동차,제조·화학
,휴양콘도운영업,호텔·여행·항공,서비스업
,기초유기화학물질제조업,석유·화학·에너지,제조·화학
,재생용재료수집판매업,판매,판매∙유통
,부동산개발공급업,건설·건축·토목·시공,건설업
